seqnames,start,end,Log2FC,FDR,MeanDiff,group_name
chr2,191380462,191380962,2.492895821,0.000199738,0.058802128,C6
chr20,3101837,3102337,3.592825358,0.00019984,0.04499001,C6
chr11,60846770,60847270,2.862074569,0.000199872,0.065196816,C6
chr17,17660797,17661297,2.605772709,0.000200397,0.049009061,C6
chr2,107198961,107199461,1.399714684,0.000200441,0.03482023,C6
chr2,197009187,197009687,1.311297392,0.000201508,0.059083389,C6
chr19,5293709,5294209,3.252536526,0.000201694,0.033482671,C6
chr6,14661354,14661854,2.151198962,0.000203764,0.077536998,C6
chr20,31073600,31074100,3.252992745,0.000204349,0.037809535,C6
chr12,9112739,9113239,2.614855672,0.000205177,0.059504197,C6
chr4,2174513,2175013,2.228720661,0.000207435,0.063652497,C6
chr14,98570038,98570538,2.575051058,0.000207475,0.099988495,C6
chr10,116298227,116298727,1.762813235,0.000207836,0.067483241,C6
chr1,62737564,62738064,2.721669165,0.000207918,0.091131759,C6
chr11,96040632,96041132,2.799847531,0.000208894,0.032173171,C6
chr7,157263787,157264287,2.878506168,0.000209455,0.063435863,C6
chr19,38756031,38756531,2.950520879,0.000209573,0.040723608,C6
chr5,176872430,176872930,1.484044945,0.000210482,0.068292688,C6
chr14,35514361,35514861,2.781433508,0.000211259,0.093361707,C6
chr14,60043295,60043795,1.417074303,0.000211259,0.08031836,C6
chr1,201708711,201709211,3.299221854,0.000211657,0.112520053,C6
chr16,70719737,70720237,1.99800167,0.000212161,0.060328002,C6
chr10,32583857,32584357,3.016579618,0.000212264,0.046122735,C6
chr11,47971905,47972405,1.649763858,0.000213104,0.125799693,C6
chr8,21912186,21912686,1.562398613,0.00021419,0.079983713,C6
chr8,61911570,61912070,1.80857951,0.00021419,0.133062848,C6
chr7,25659816,25660316,1.412236754,0.000214245,0.034084151,C6
chr10,22900027,22900527,2.025390907,0.000214472,0.0476075,C6
chr2,54833666,54834166,3.052429904,0.000215463,0.047077059,C6
chr7,63361514,63362014,1.265265432,0.00021564,0.028085359,C6
chr4,84005217,84005717,1.03679415,0.000215849,0.136152713,C6
chr5,178487567,178488067,1.484659468,0.000216055,0.05658555,C6
chr1,26343586,26344086,2.847742432,0.000216864,0.048262892,C6
chr19,14647795,14648295,2.724553362,0.000216864,0.036482882,C6
chr7,751905,752405,2.745356701,0.000216864,0.037595034,C6
chr1,241714932,241715432,1.924118057,0.000217392,0.040747068,C6
chr5,131816288,131816788,1.635670602,0.000217796,0.041718783,C6
chr11,88578035,88578535,2.808300752,0.000218415,0.050242637,C6
chr22,20898221,20898721,2.872835929,0.000219043,0.061029728,C6
chr6,158305733,158306233,1.419351603,0.000219449,0.062810279,C6
chr14,67931129,67931629,3.250628819,0.000219551,0.064636628,C6
chr8,81209300,81209800,2.333257681,0.000220195,0.026441927,C6
chr14,77386077,77386577,2.950562049,0.000220217,0.039729418,C6
chr2,179344143,179344643,2.369253753,0.000220281,0.046436582,C6
chr1,32500699,32501199,2.835618345,0.000222145,0.042040834,C6
chr16,30101183,30101683,2.465091356,0.000222494,0.059733352,C6
chr22,40517528,40518028,3.091060739,0.000222531,0.07800077,C6
chrX,44732612,44733112,1.119310004,0.000222691,0.094392904,C6
chr11,121322033,121322533,1.811889121,0.0002228,0.076652708,C6
chr12,132442596,132443096,2.69898716,0.000223341,0.040444691,C6
chr1,162006699,162007199,2.624738975,0.000223524,0.033818276,C6
chr19,4769449,4769949,1.441948914,0.000223689,0.046792455,C6
chr19,50061808,50062308,2.934446151,0.000223964,0.049574804,C6
chr2,238599279,238599779,2.158083148,0.000224216,0.02251043,C6
chr16,89259093,89259593,1.521819615,0.000225538,0.070450478,C6
chr6,27486048,27486548,2.84869328,0.000226048,0.035538028,C6
chr19,664831,665331,1.597327694,0.000226544,0.055003235,C6
chr4,109052726,109053226,4.181566524,0.000226544,0.041859423,C6
chr8,142083071,142083571,2.699641731,0.000226544,0.041723008,C6
chr7,50321105,50321605,2.606116145,0.000226832,0.064917955,C6
chr19,13983603,13984103,1.163199014,0.000226861,0.068821867,C6
chr4,108955652,108956152,3.602419032,0.00022718,0.028686401,C6
chr16,74601151,74601651,2.242314235,0.000227387,0.034939721,C6
chr21,45905014,45905514,2.767560337,0.000227408,0.041088276,C6
chr22,37633168,37633668,1.919969971,0.0002278,0.031815354,C6
chr12,47804043,47804543,3.8515749,0.000227862,0.038015436,C6
chr12,7041927,7042427,3.782451258,0.000228613,0.03757336,C6
chr7,28701818,28702318,3.876900702,0.000228613,0.042449599,C6
chr11,11177450,11177950,3.565701704,0.000229266,0.031689731,C6
chr16,75414043,75414543,2.542921607,0.000229266,0.043255507,C6
chr6,7051364,7051864,1.962193845,0.000229266,0.052645526,C6
chr8,144597940,144598440,2.322522786,0.000229266,0.049988822,C6
chr2,173841996,173842496,3.516909696,0.000230005,0.028686786,C6
chr11,102340928,102341428,2.426188594,0.000230342,0.044803108,C6
chr18,77267519,77268019,1.189308804,0.000230484,0.01994442,C6
chr9,78643218,78643718,3.454469352,0.000230679,0.028488952,C6
chr2,19673861,19674361,2.836122198,0.000230751,0.063779839,C6
chr18,74433093,74433593,1.216828691,0.000230882,0.094096248,C6
chr1,25801032,25801532,2.758125771,0.000231164,0.056690968,C6
chr7,6594433,6594933,3.422884243,0.000231164,0.073492107,C6
chr9,34364032,34364532,3.423864081,0.000231321,0.027551595,C6
chr6,143007223,143007723,1.303834029,0.000231412,0.045185489,C6
chr20,52212558,52213058,2.768639578,0.000231689,0.036202652,C6
chr7,142167901,142168401,2.502117763,0.000231689,0.033671953,C6
chr13,48797027,48797527,2.651275093,0.000231857,0.041331091,C6
chr19,16329640,16330140,3.808160064,0.000231965,0.038354215,C6
chr20,25230830,25231330,3.971534598,0.000231965,0.045631491,C6
chr7,100073145,100073645,3.382210266,0.000231965,0.028313552,C6
chr7,139328853,139329353,2.149477941,0.000232153,0.034367082,C6
chr16,84047395,84047895,2.156050198,0.000232428,0.042572012,C6
chr3,141747224,141747724,2.252804653,0.000232448,0.066928762,C6
chr14,90850776,90851276,1.154642134,0.000232459,0.115431003,C6
chrX,39367509,39368009,3.517901512,0.000232645,0.031717112,C6
chr3,111851277,111851777,2.449969513,0.000232841,0.029414845,C6
chr18,21557967,21558467,2.195273931,0.000232868,0.062970308,C6
chr3,72788342,72788842,1.72454638,0.000233194,0.044646293,C6
chr12,12999678,13000178,3.496173808,0.000233322,0.032835748,C6
chr15,99194979,99195479,2.85424081,0.000233322,0.04440649,C6
chr19,43934379,43934879,2.407037547,0.000233326,0.039005829,C6
chr10,82260252,82260752,2.249714915,0.000233347,0.044786616,C6
chr10,8446668,8447168,1.065741995,0.000234084,0.129556824,C6
chr10,61624310,61624810,2.167907125,0.000234369,0.071641707,C6
chr9,96773331,96773831,3.340247381,0.000234731,0.032640127,C6
chr1,235476588,235477088,3.32729314,0.000235573,0.034760616,C6
chr16,68582790,68583290,1.707201855,0.00023626,0.061420437,C6
chr5,118574118,118574618,3.263589248,0.000237107,0.031936325,C6
chr14,75751783,75752283,1.996004814,0.000237314,0.028375832,C6
chr3,161112861,161113361,2.2596487,0.000237314,0.054717348,C6
chr14,21080260,21080760,3.058002848,0.000238711,0.027362047,C6
chr14,23588237,23588737,2.810999576,0.000238711,0.023136653,C6
chr2,228269147,228269647,3.404059871,0.000238711,0.044592949,C6
chr2,43019428,43019928,2.733637965,0.000238949,0.044120526,C6
chr6,42013889,42014389,2.048484786,0.000239142,0.037261499,C6
chr5,80303362,80303862,1.640152749,0.000239196,0.047964058,C6
chr12,50019875,50020375,2.257864648,0.000239445,0.075413567,C6
chr2,173360150,173360650,2.664817147,0.000239445,0.027359512,C6
chr5,79547651,79548151,2.820651848,0.000239445,0.025029328,C6
chr17,38703597,38704097,1.531769811,0.000239683,0.10766158,C6
chr9,21465858,21466358,2.698240831,0.000239686,0.053418513,C6
chr1,222593889,222594389,2.066734581,0.00024014,0.042434477,C6
chr15,25018095,25018595,1.886261567,0.00024014,0.043850716,C6
chr12,62552710,62553210,2.687936568,0.000240147,0.037717211,C6
chr6,6004068,6004568,2.737465187,0.000240147,0.020582904,C6
chr19,1069834,1070334,2.32711825,0.000240357,0.032962203,C6
chr6,33398689,33399189,1.085307592,0.000240357,0.088829717,C6
chr14,99671368,99671868,2.671542644,0.000240743,0.043349456,C6
chr1,244210310,244210810,1.741764934,0.000240793,0.065677911,C6
chr4,6763437,6763937,2.570073956,0.000241378,0.049115067,C6
chr8,81394949,81395449,2.883361264,0.000241378,0.064067558,C6
chr6,90959565,90960065,2.343096715,0.000241784,0.021023367,C6
chr7,6566036,6566536,1.623507669,0.000241888,0.052372953,C6
chr16,11758455,11758955,2.052334149,0.000242016,0.030889873,C6
chr10,104535651,104536151,2.197277651,0.000242928,0.03226094,C6
chr17,234970,235470,2.22767483,0.000243401,0.025897836,C6
chr2,25556825,25557325,2.241016195,0.000244114,0.045903181,C6
chr9,101019051,101019551,2.322222306,0.000244223,0.037921356,C6
chr8,128749781,128750281,1.175823382,0.000244611,0.122804689,C6
chr3,18754106,18754606,1.859094396,0.000245545,0.024272981,C6
chr19,41863157,41863657,2.285284569,0.000245613,0.038153967,C6
chr9,88552152,88552652,2.450340541,0.000245646,0.063414141,C6
chr11,66080763,66081263,1.946935084,0.000245692,0.044010462,C6
chr7,92860630,92861130,1.460829552,0.000246086,0.05979475,C6
chr5,158526078,158526578,2.049562455,0.000246368,0.066940838,C6
chr5,172115606,172116106,2.340785716,0.000246878,0.032966427,C6
chr6,90142512,90143012,1.064516446,0.000247123,0.093840815,C6
chr8,17434306,17434806,2.198460025,0.000247349,0.064659002,C6
chr21,34755912,34756412,1.137624621,0.000247365,0.035733547,C6
chrX,40448815,40449315,2.65697171,0.000247365,0.067425219,C6
chr5,81148370,81148870,2.417216723,0.000247635,0.062380081,C6
chr7,143042434,143042934,1.27839872,0.000248413,0.064898465,C6
chr6,135503730,135504230,1.046025143,0.000249018,0.097440755,C6
chr3,140974721,140975221,1.697140955,0.000249318,0.107440067,C6
chr10,104434320,104434820,2.002751193,0.000250024,0.059829081,C6
chr11,64511963,64512463,1.053111011,0.000250043,0.095475143,C6
chrX,24032709,24033209,1.887198106,0.00025152,0.056907332,C6
chr22,40339882,40340382,1.825689284,0.000251852,0.033693743,C6
chr1,45189104,45189604,1.470481889,0.00025257,0.031995668,C6
chr1,95582992,95583492,1.67393985,0.00025257,0.061016184,C6
chr15,72826804,72827304,2.155896897,0.00025257,0.039473976,C6
chr1,53151745,53152245,1.44864714,0.000253627,0.096496196,C6
chr22,30753194,30753694,1.036979809,0.000254854,0.09391551,C6
chr1,66680524,66681024,1.562562755,0.000255101,0.058300448,C6
chr2,234331886,234332386,1.892906984,0.000255554,0.032671482,C6
chr21,32553717,32554217,1.826817591,0.000256834,0.057269995,C6
chr15,29118839,29119339,2.180364278,0.000257727,0.054575279,C6
chr2,74743338,74743838,1.359826305,0.000258777,0.060619182,C6
chr22,40060449,40060949,1.98581172,0.000260326,0.030344898,C6
chr8,61693336,61693836,1.686372312,0.000260517,0.051702288,C6
chr1,233079012,233079512,2.103785129,0.000261031,0.034553053,C6
chr1,243286132,243286632,4.285790908,0.000261031,0.037460029,C6
chr11,95789099,95789599,3.903320063,0.000261031,0.028265025,C6
chr11,128287395,128287895,3.617367294,0.000261031,0.022818999,C6
chr12,113655153,113655653,3.801328373,0.000261031,0.026197652,C6
chr14,98345145,98345645,4.061556972,0.000261031,0.03177624,C6
chr15,101720637,101721137,4.048357554,0.000261031,0.031468405,C6
chr17,54674606,54675106,3.429455637,0.000261031,0.019785026,C6
chr17,80083789,80084289,3.487990708,0.000261031,0.020688101,C6
chr18,13220655,13221155,3.995142386,0.000261031,0.030255502,C6
chr19,3479761,3480261,1.897501786,0.000261031,0.041112292,C6
chr19,16346919,16347419,4.190140039,0.000261031,0.034927108,C6
chr19,51221003,51221503,3.939780256,0.000261031,0.02904026,C6
chr19,51222097,51222597,3.979902041,0.000261031,0.029916299,C6
chr20,62530185,62530685,4.16551118,0.000261031,0.034301649,C6
chr20,62533009,62533509,3.995560969,0.000261031,0.030264869,C6
chr21,34722921,34723421,5.016321968,0.000261031,0.063490058,C6
chr3,78762211,78762711,3.652180858,0.000261031,0.023425782,C6
chr3,140958041,140958541,3.898891105,0.000261031,0.028172182,C6
chr4,70629905,70630405,3.634895737,0.000261031,0.023122681,C6
chr5,98108000,98108500,3.919544444,0.000261031,0.028607578,C6
chr5,150120485,150120985,3.808673625,0.000261031,0.026341706,C6
chr6,5681637,5682137,3.822887431,0.000261031,0.026622556,C6
chr6,6581166,6581666,4.193777513,0.000261031,0.035020391,C6
chr7,21891099,21891599,3.64105045,0.000261031,0.02323019,C6
chr7,44098625,44099125,4.184264516,0.000261031,0.034776925,C6
chr7,83565333,83565833,3.7430461,0.000261031,0.025080259,C6
chr8,6441229,6441729,4.010411723,0.000261031,0.030598962,C6
chrX,154030053,154030553,4.44140072,0.000261031,0.041956991,C6
chr10,6056399,6056899,1.295492636,0.00026143,0.104644601,C6
chr6,7109606,7110106,1.526334016,0.000263045,0.111437817,C6
chr19,49341893,49342393,1.763785397,0.000264142,0.033624513,C6
chr7,132158949,132159449,1.890042545,0.000264855,0.041412314,C6
chr6,135437586,135438086,2.342367086,0.000265138,0.094499762,C6
chr5,79431888,79432388,2.313289735,0.000267925,0.061543774,C6
chr11,2466531,2467031,1.62739907,0.000269012,0.043242075,C6
chr6,142622764,142623264,1.598636682,0.000270302,0.053821914,C6
chr12,53084864,53085364,1.44011209,0.000271815,0.064898858,C6
chr1,62107313,62107813,2.544409886,0.00027391,0.054464254,C6
chr11,66153561,66154061,2.659842307,0.00027391,0.051195999,C6
chr3,113416101,113416601,1.236638202,0.000274234,0.057203455,C6
chr1,2233313,2233813,1.915804234,0.000274311,0.047969055,C6
chr3,30669690,30670190,1.132798219,0.000275243,0.040442027,C6
chr4,82075147,82075647,2.564369359,0.000275597,0.070719462,C6
chr18,59992237,59992737,1.152158378,0.000276182,0.083398904,C6
chr12,27687339,27687839,1.444697343,0.000276298,0.065478037,C6
chr6,52240881,52241381,3.64179458,0.000276579,0.040078397,C6
chr1,26024229,26024729,3.433081058,0.000277423,0.035093128,C6
chr17,28155617,28156117,3.72398442,0.000277423,0.043553867,C6
chr3,111717825,111718325,3.403768147,0.000277423,0.033231935,C6
chr8,79427780,79428280,1.298758567,0.000277992,0.10246483,C6
chr10,114131873,114132373,3.594123959,0.000280159,0.036349503,C6
chr7,149563876,149564376,2.98834351,0.00028207,0.022819657,C6
chrX,18444102,18444602,1.906000275,0.000283275,0.064510507,C6
chr20,11871266,11871766,3.543839557,0.00028384,0.036836847,C6
chr8,142427673,142428173,2.099407653,0.000283983,0.071987783,C6
chr14,90052558,90053058,1.789061234,0.00028417,0.060640182,C6
chr2,106710517,106711017,1.241629326,0.00028436,0.129883394,C6
chr12,104301104,104301604,3.84560658,0.000284742,0.05373088,C6
chr3,71080891,71081391,3.55070268,0.000284742,0.046782997,C6
chr1,100857185,100857685,2.203773738,0.000286256,0.075289153,C6
chr16,58533691,58534191,1.849547694,0.00028798,0.061047907,C6
chr7,50849914,50850414,2.979043564,0.000288744,0.027073022,C6
chr1,205249013,205249513,2.949684555,0.000290683,0.033474977,C6
chr8,133799176,133799676,3.378715627,0.000290683,0.053989857,C6
chr17,80272933,80273433,2.684107772,0.000291626,0.019025961,C6
chr11,74128447,74128947,2.85452832,0.000292634,0.033247446,C6
chr8,141058956,141059456,3.44899603,0.000292634,0.057849887,C6
chr17,74709323,74709823,2.309166004,0.000292656,0.062425154,C6
chr19,30215115,30215615,1.364193705,0.000293464,0.047444568,C6
chr11,33915944,33916444,2.826552387,0.000293543,0.024000336,C6
chr7,75549680,75550180,2.964525636,0.000293543,0.042670466,C6
chr11,60774786,60775286,2.709143993,0.000294433,0.025980948,C6
chr19,50311907,50312407,1.37496627,0.00029459,0.089598492,C6
chr6,70576611,70577111,1.921908924,0.00029459,0.077903466,C6
chr18,32607186,32607686,2.171864858,0.000296429,0.028627493,C6
chr7,142996868,142997368,1.143934405,0.000297521,0.041583692,C6
chr13,113596918,113597418,1.227087561,0.000298096,0.116888312,C6
chr7,101528024,101528524,2.691456624,0.000298334,0.034993957,C6
chr9,130727769,130728269,2.87567724,0.000298334,0.027985869,C6
chr2,238535935,238536435,2.820667802,0.000299776,0.038325298,C6
chr8,98787712,98788212,1.001506665,0.000299986,0.111761633,C6
chr12,112431299,112431799,1.034964569,0.000301257,0.062548678,C6
chr3,18451604,18452104,2.534205601,0.000301413,0.022192503,C6
chr19,13885678,13886178,1.789615673,0.000302315,0.068116956,C6
chr1,6605514,6606014,2.587557434,0.000302347,0.024297405,C6
chr17,7743232,7743732,2.054777534,0.000302806,0.043670027,C6
chr1,153621905,153622405,2.282847841,0.00030359,0.053335626,C6
chr18,72036286,72036786,2.36328396,0.000304416,0.026180162,C6
chr22,39745658,39746158,1.609757087,0.000305751,0.052899265,C6
chr10,22955999,22956499,1.993411635,0.000306002,0.055124834,C6
chr21,47970424,47970924,1.013343151,0.000307727,0.089369814,C6
chr11,118095167,118095667,1.211221335,0.000307828,0.135796897,C6
chr12,11700048,11700548,3.120473019,0.000309787,0.039568751,C6
chr12,58149760,58150260,2.047041055,0.000312739,0.052745882,C6
chr19,49978404,49978904,1.901509642,0.000312739,0.042895655,C6
chr11,57250412,57250912,1.175172545,0.00031372,0.039695295,C6
chr16,56405862,56406362,3.518226724,0.000315428,0.048643358,C6
chr2,106713822,106714322,2.925095585,0.000320962,0.051254584,C6
chr3,98619781,98620281,2.280506062,0.000321117,0.087722132,C6
chr9,139237074,139237574,3.186644431,0.000321486,0.041872953,C6
chr16,57317849,57318349,3.259244915,0.000322439,0.036804203,C6
chr6,142709295,142709795,3.479531904,0.000322439,0.047019777,C6
chr1,52345026,52345526,1.099989311,0.000322747,0.048977154,C6
chr17,6734763,6735263,1.521903649,0.000323785,0.072948421,C6
chr6,111434809,111435309,1.936007276,0.000324701,0.038174881,C6
chr16,68165934,68166434,2.782458955,0.000325109,0.051001856,C6
chr11,58494582,58495082,3.1601808,0.000325495,0.04761991,C6
chr13,52400583,52401083,2.281162043,0.000325911,0.039342361,C6
chr2,85147176,85147676,2.028408903,0.000326801,0.052562895,C6
chr10,73515915,73516415,2.944895935,0.000327542,0.026133825,C6
chr21,42740896,42741396,1.929861344,0.000328977,0.039499439,C6
chr4,108972486,108972986,2.870786463,0.000329575,0.02988302,C6
chr5,112426421,112426921,2.788553,0.000329575,0.028484259,C6
chr17,75880081,75880581,3.666386356,0.000330521,0.059315218,C6
chr10,21661779,21662279,3.061621551,0.000330596,0.045958526,C6
chr14,99649773,99650273,2.934994682,0.000330596,0.032073592,C6
chr3,58067741,58068241,3.124800876,0.000330596,0.051111135,C6
chr19,2698864,2699364,3.378791858,0.000331445,0.045632931,C6
chr2,946233,946733,1.434611081,0.00033154,0.050442183,C6
chr16,88764944,88765444,3.191980953,0.000331598,0.037826329,C6
chr12,46571573,46572073,1.579457486,0.000332316,0.060360077,C6
chr9,130729614,130730114,3.128813788,0.000332886,0.051771942,C6
chr2,106417505,106418005,1.782030055,0.00033305,0.048787597,C6
chr7,50849064,50849564,2.963455371,0.000333703,0.045296559,C6
chr11,121338704,121339204,1.04443169,0.000334346,0.11380331,C6
chr20,42350131,42350631,2.615344045,0.000334737,0.03013229,C6
chr18,72343946,72344446,2.87927167,0.000335396,0.032659258,C6
chr4,84411963,84412463,2.943427158,0.000335774,0.033832991,C6
chr12,94401488,94401988,2.769554511,0.000337278,0.061235423,C6
chr8,28244136,28244636,2.129908665,0.000338146,0.059239906,C6
chr12,92772829,92773329,2.93247558,0.000338631,0.044064854,C6
chr6,158404211,158404711,3.177945436,0.000338927,0.047792975,C6
chr15,40616803,40617303,1.419992579,0.000338931,0.047674851,C6
chr1,45262378,45262878,2.426383822,0.000339706,0.070123076,C6
chr2,74210985,74211485,2.122582706,0.000339706,0.037352592,C6
chr22,19594892,19595392,2.638587646,0.000339859,0.031826491,C6
chr7,97832508,97833008,2.579114615,0.000340949,0.037131002,C6
chr20,49421224,49421724,1.400357013,0.000341125,0.063897409,C6
chr7,110723953,110724453,2.714117708,0.000341848,0.030720038,C6
chr11,64533423,64533923,2.912314021,0.000342148,0.035917397,C6
chr11,2966539,2967039,2.455597694,0.000342331,0.052475766,C6
chr6,90903010,90903510,2.637263719,0.00034293,0.030308764,C6
chrX,39920968,39921468,2.998848483,0.00034415,0.042706545,C6
chr6,158467201,158467701,2.935105286,0.000344155,0.037249653,C6
chr5,80294303,80294803,2.640765164,0.000345032,0.02988595,C6
chr20,62066137,62066637,1.955008592,0.000345219,0.064736837,C6
chr18,55862369,55862869,3.156593458,0.000346245,0.054610023,C6
chr1,98377315,98377815,2.503411682,0.000347217,0.03283742,C6
chr7,138765096,138765596,1.813267917,0.000347217,0.025512781,C6
chr14,99665000,99665500,3.088297228,0.000347234,0.039119029,C6
chr7,138310549,138311049,3.297336996,0.000348086,0.06813578,C6
chr2,30432056,30432556,2.41866396,0.00034932,0.038961702,C6
chr9,95751807,95752307,1.957406831,0.000350881,0.036087595,C6
chr10,73894765,73895265,3.113304947,0.000351389,0.052301253,C6
chr11,690825,691325,3.088660978,0.000351507,0.065457818,C6
chr5,81045412,81045912,1.134249869,0.000351839,0.071796392,C6
chr5,134299975,134300475,2.341789321,0.000352667,0.026710182,C6
chr10,101754002,101754502,1.859398985,0.000354405,0.085173191,C6
chr9,130689605,130690105,1.048678141,0.000354545,0.084769944,C6
chr17,74135966,74136466,1.146622723,0.000355215,0.051874277,C6
chr5,49711679,49712179,1.339309629,0.000355533,0.066200748,C6
chr9,130679944,130680444,2.622734538,0.00035594,0.038395381,C6
chr10,133786755,133787255,2.049940835,0.000355944,0.033160362,C6
chr7,50108707,50109207,1.766942629,0.000356889,0.061079544,C6
chr2,149297634,149298134,2.737355893,0.000357501,0.039390973,C6
chr22,39833149,39833649,1.373142564,0.000357535,0.03347491,C6
chr16,16049989,16050489,2.304581863,0.000357684,0.04451963,C6
chr15,28983259,28983759,2.478472026,0.000358522,0.024643541,C6
chr5,80256342,80256842,1.549847125,0.000358892,0.097616419,C6
chr6,128842117,128842617,1.590959552,0.000359724,0.031270514,C6
chr11,128414588,128415088,2.453124819,0.000360165,0.035597624,C6
chr16,71501620,71502120,2.307761252,0.000360859,0.037263813,C6
chr11,124746608,124747108,1.236183056,0.00036113,0.088886655,C6
chr19,45975188,45975688,1.469154542,0.000362762,0.063036566,C6
chr1,67461660,67462160,2.538761709,0.000362768,0.033164338,C6
chr8,28911579,28912079,2.605565383,0.000362768,0.041547254,C6
chr20,57209832,57210332,1.451377325,0.000363288,0.032580493,C6
chr3,18487429,18487929,1.672403423,0.000363587,0.067557024,C6
chr3,11666099,11666599,2.140257703,0.000363853,0.042909774,C6
chr1,234905523,234906023,3.815332147,0.000364373,0.031725249,C6
chr13,29079617,29080117,4.230668384,0.000364373,0.043684492,C6
chr16,14396622,14397122,2.427352579,0.000364373,0.043421703,C6
chr3,37266941,37267441,3.918269614,0.000364373,0.036830723,C6
chr4,120284501,120285001,4.434328983,0.000364373,0.058344152,C6
chr4,146220707,146221207,2.392864978,0.000364373,0.057623161,C6
chr14,69406057,69406557,3.82766397,0.000365362,0.033861589,C6
chr17,17629906,17630406,4.222215344,0.000365362,0.049506746,C6
chr10,22518688,22519188,2.206135693,0.000365434,0.030210986,C6
chr17,38758348,38758848,2.566391694,0.000365834,0.029727668,C6
chr10,28628204,28628704,3.459985214,0.000366603,0.024687313,C6
chr12,67462263,67462763,2.479776757,0.000366755,0.03388664,C6
chr5,74353319,74353819,1.987948782,0.000367381,0.060058537,C6
chr1,60359028,60359528,3.729317214,0.000367598,0.032315537,C6
chr5,55982120,55982620,3.981658245,0.000367598,0.041435509,C6
chr14,60385779,60386279,3.766043534,0.000368646,0.034237977,C6
chr5,68171132,68171632,3.343557581,0.000368646,0.025892198,C6
chr6,170605638,170606138,2.561411372,0.000368646,0.035581271,C6
chr1,67727250,67727750,2.237948323,0.000369118,0.057075025,C6
chr14,99686576,99687076,3.675372026,0.000369848,0.032230511,C6
chr11,17306641,17307141,2.567124203,0.000370567,0.038237243,C6
chr12,53002521,53003021,3.863373413,0.000370916,0.04177558,C6
chr17,74639635,74640135,3.468128551,0.000370916,0.03091976,C6
chr2,85640948,85641448,1.666977417,0.000370916,0.046905841,C6
chr3,59421767,59422267,3.548739539,0.000370916,0.03119396,C6
chr4,38663169,38663669,3.768859236,0.000370916,0.039163017,C6
chr6,130350232,130350732,1.92524602,0.000370916,0.072132723,C6
chr14,60794453,60794953,1.74814988,0.00037147,0.059650512,C6
chr6,106808256,106808756,1.299885021,0.00037261,0.136318038,C6
chr8,22960136,22960636,1.90011783,0.000373249,0.032277578,C6
chr1,26092744,26093244,3.404883446,0.000374389,0.034457713,C6
chr10,73693364,73693864,3.641471014,0.000374389,0.042610574,C6
chr2,231126900,231127400,1.525075602,0.000374389,0.081732874,C6
chr7,1914933,1915433,4.244722238,0.000374389,0.055792217,C6
chr18,32606320,32606820,1.682552679,0.000374534,0.08365179,C6
chr10,35736479,35736979,3.17214316,0.000375533,0.029677261,C6
chr21,15613562,15614062,3.611633054,0.000375533,0.039886416,C6
chr3,16942884,16943384,3.082667011,0.000375533,0.024694386,C6
chr9,117701422,117701922,3.570472241,0.000375533,0.033716954,C6
chr11,76756987,76757487,1.575167805,0.000375863,0.078943487,C6
chr1,226192125,226192625,3.019076503,0.000376719,0.022282872,C6
chr20,25699712,25700212,1.667117135,0.000376719,0.040822993,C6
chr14,100690215,100690715,3.071525267,0.000378036,0.023413146,C6
chr17,65465713,65466213,2.997060041,0.000378036,0.022670481,C6
chr20,3057706,3058206,1.499780603,0.000378317,0.041321661,C6
chr1,25800120,25800620,2.184122772,0.000378565,0.053505713,C6
chr20,31581289,31581789,3.386325528,0.000379319,0.039614595,C6
chr7,151137718,151138218,2.915666029,0.000379319,0.023060782,C6
chr1,197362234,197362734,2.238683177,0.000380529,0.074573952,C6
chr10,28588949,28589449,2.952438845,0.000380529,0.029028804,C6
chr11,95944554,95945054,1.418737439,0.000380529,0.058017929,C6
chr19,1080982,1081482,3.020739986,0.000380529,0.026345237,C6
chr8,120994382,120994882,1.675290886,0.000381174,0.059327115,C6
chr4,148981665,148982165,1.236070293,0.000381182,0.051822197,C6
chr12,92628367,92628867,3.081109766,0.000381795,0.038453876,C6
chr14,93116196,93116696,2.108618788,0.00038255,0.033159653,C6
chr3,18443085,18443585,2.364617748,0.00038255,0.030702525,C6
chr17,40215638,40216138,2.033837769,0.000384441,0.062950144,C6
chr2,173307265,173307765,2.780786075,0.000384441,0.024134975,C6
chr6,32116886,32117386,2.45401195,0.000384544,0.031244881,C6
chr4,109281066,109281566,2.64209597,0.000385693,0.026881776,C6
chr2,28188666,28189166,1.471318055,0.00038637,0.076942552,C6
chr1,159915757,159916257,2.030779695,0.000386513,0.035865367,C6
chr4,3344108,3344608,2.582299635,0.000387001,0.038144651,C6
chr4,36387419,36387919,1.038968655,0.000387138,0.156023606,C6
chr1,779775,780275,2.119120153,0.000387805,0.028690656,C6
chr2,157185677,157186177,1.964837577,0.000388233,0.045545767,C6
chr10,93057965,93058465,1.483640032,0.000389302,0.055116246,C6
chrX,16546695,16547195,2.116492767,0.000390468,0.043744458,C6
chr14,104338776,104339276,1.153795907,0.000391026,0.047397361,C6
chr12,58004209,58004709,1.957739885,0.000392224,0.030759585,C6
chr16,12183511,12184011,2.24783723,0.000392882,0.065868038,C6
chr16,1585321,1585821,1.652428275,0.000395739,0.054627788,C6
chr5,118638477,118638977,1.581492836,0.000396047,0.029061919,C6
chr3,42567998,42568498,2.239282136,0.000396387,0.065597483,C6
